input 2,28,28,784,25,25,625,38,23,32,122,122,14884,162.748,127.291,,0.5957446809,0.5957446809,0.3549117248,0.5681818182,0.5681818182,0.3228305785,0.5277777778,0.5348837209,0.7804878049,0.7484662577,0.7484662577,0.5602017389,0.9692631128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,28,784,25,25,625,38,23,32,122,122,14884,162.748,127.291,,0.5957446809,0.5957446809,0.3549117248,0.5681818182,0.5681818182,0.3228305785,0.5277777778,0.5348837209,0.7804878049,0.7484662577,0.7484662577,0.5602017389,0.9692631128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,26,676,24,24,576,32,19,31,116,116,13456,162.748,127.291,,0.5531914894,0.5531914894,0.3060208239,0.5454545455,0.5454545455,0.2975206612,0.4444444444,0.4418604651,0.756097561,0.7116564417,0.7116564417,0.506454891,0.9692631128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26,26,676,24,24,576,32,19,31,116,116,13456,162.748,127.291,,0.5531914894,0.5531914894,0.3060208239,0.5454545455,0.5454545455,0.2975206612,0.4444444444,0.4418604651,0.756097561,0.7116564417,0.7116564417,0.506454891,0.9692631128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,29,841,26,26,676,32,19,34,119,119,14161,162.748,127.291,,0.6170212766,0.6170212766,0.3807152558,0.5909090909,0.5909090909,0.3491735537,0.4444444444,0.4418604651,0.8292682927,0.7300613497,0.7300613497,0.5329895743,0.9692631128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29,29,841,26,26,676,32,19,34,119,119,14161,162.748,127.291,,0.6170212766,0.6170212766,0.3807152558,0.5909090909,0.5909090909,0.3491735537,0.4444444444,0.4418604651,0.8292682927,0.7300613497,0.7300613497,0.5329895743,0.9692631128,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input 5,30,30,900,26,26,676,44,26,28,114,114,12996,163.89,120.124,,0.6382978723,0.6382978723,0.4074241738,0.5909090909,0.5909090909,0.3491735537,0.6111111111,0.6046511628,0.6829268293,0.6993865031,0.6993865031,0.4891414807,0.9760644158,0.9436959408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,30,900,26,26,676,44,26,28,114,114,12996,163.89,120.124,,0.6382978723,0.6382978723,0.4074241738,0.5909090909,0.5909090909,0.3491735537,0.6111111111,0.6046511628,0.6829268293,0.6993865031,0.6993865031,0.4891414807,0.9760644158,0.9436959408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,28,784,27,27,729,44,26,26,100,100,10000,163.89,120.124,,0.5957446809,0.5957446809,0.3549117248,0.6136363636,0.6136363636,0.3765495868,0.6111111111,0.6046511628,0.6341463415,0.6134969325,0.6134969325,0.3763784862,0.9760644158,0.9436959408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,28,784,27,27,729,44,26,26,100,100,10000,163.89,120.124,,0.5957446809,0.5957446809,0.3549117248,0.6136363636,0.6136363636,0.3765495868,0.6111111111,0.6046511628,0.6341463415,0.6134969325,0.6134969325,0.3763784862,0.9760644158,0.9436959408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,28,784,27,27,729,32,19,30,124,124,15376,163.89,120.124,,0.5957446809,0.5957446809,0.3549117248,0.6136363636,0.6136363636,0.3765495868,0.4444444444,0.4418604651,0.7317073171,0.7607361963,0.7607361963,0.5787195604,0.9760644158,0.9436959408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,28,784,27,27,729,32,19,30,124,124,15376,163.89,120.124,,0.5957446809,0.5957446809,0.3549117248,0.6136363636,0.6136363636,0.3765495868,0.4444444444,0.4418604651,0.7317073171,0.7607361963,0.7607361963,0.5787195604,0.9760644158,0.9436959408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input 8,32,32,1024,31,31,961,48,29,36,136,136,18496,162.728,120.833,,0.6808510638,0.6808510638,0.4635581711,0.7045454545,0.7045454545,0.4963842975,0.6666666667,0.6744186047,0.8780487805,0.8343558282,0.8343558282,0.6961496481,0.9691440006,0.9492658554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32,32,1024,31,31,961,48,29,36,136,136,18496,162.728,120.833,,0.6808510638,0.6808510638,0.4635581711,0.7045454545,0.7045454545,0.4963842975,0.6666666667,0.6744186047,0.8780487805,0.8343558282,0.8343558282,0.6961496481,0.9691440006,0.9492658554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35,35,1225,31,31,961,58,35,31,130,130,16900,162.728,120.833,,0.7446808511,0.7446808511,0.5545495699,0.7045454545,0.7045454545,0.4963842975,0.8055555556,0.8139534884,0.756097561,0.7975460123,0.7975460123,0.6360796417,0.9691440006,0.9492658554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,35,35,1225,31,31,961,58,35,31,130,130,16900,162.728,120.833,,0.7446808511,0.7446808511,0.5545495699,0.7045454545,0.7045454545,0.4963842975,0.8055555556,0.8139534884,0.756097561,0.7975460123,0.7975460123,0.6360796417,0.9691440006,0.9492658554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,22,484,22,22,484,35,21,36,117,117,13689,162.728,120.833,,0.4680851064,0.4680851064,0.2191036668,0.5,0.5,0.25,0.4861111111,0.488372093,0.8780487805,0.717791411,0.717791411,0.5152245098,0.9691440006,0.9492658554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,22,484,22,22,484,35,21,36,117,117,13689,162.728,120.833,,0.4680851064,0.4680851064,0.2191036668,0.5,0.5,0.25,0.4861111111,0.488372093,0.8780487805,0.717791411,0.717791411,0.5152245098,0.9691440006,0.9492658554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input 9,33,33,1089,35,35,1225,46,27,35,137,137,18769,163.01,125.176,,0.7021276596,0.7021276596,0.4929832503,0.7954545455,0.7954545455,0.6327479339,0.6388888889,0.6279069767,0.8536585366,0.8404907975,0.8404907975,0.7064247808,0.9708234818,0.9833845284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33,33,1089,35,35,1225,46,27,35,137,137,18769,163.01,125.176,,0.7021276596,0.7021276596,0.4929832503,0.7954545455,0.7954545455,0.6327479339,0.6388888889,0.6279069767,0.8536585366,0.8404907975,0.8404907975,0.7064247808,0.9708234818,0.9833845284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37,37,1369,35,35,1225,60,36,35,130,130,16900,163.01,125.176,,0.7872340426,0.7872340426,0.6197374378,0.7954545455,0.7954545455,0.6327479339,0.8333333333,0.8372093023,0.8536585366,0.7975460123,0.7975460123,0.6360796417,0.9708234818,0.9833845284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37,37,1369,35,35,1225,60,36,35,130,130,16900,163.01,125.176,,0.7872340426,0.7872340426,0.6197374378,0.7954545455,0.7954545455,0.6327479339,0.8333333333,0.8372093023,0.8536585366,0.7975460123,0.7975460123,0.6360796417,0.9708234818,0.9833845284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,22,484,24,24,576,42,25,33,121,121,14641,163.01,125.176,,0.4680851064,0.4680851064,0.2191036668,0.5454545455,0.5454545455,0.2975206612,0.5833333333,0.5813953488,0.8048780488,0.7423312883,0.7423312883,0.5510557417,0.9708234818,0.9833845284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,22,22,484,24,24,576,42,25,33,121,121,14641,163.01,125.176,,0.4680851064,0.4680851064,0.2191036668,0.5454545455,0.5454545455,0.2975206612,0.5833333333,0.5813953488,0.8048780488,0.7423312883,0.7423312883,0.5510557417,0.9708234818,0.9833845284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input 14,28,28,784,26,26,676,61,37,30,131,131,17161,160.707,116.34,,0.5957446809,0.5957446809,0.3549117248,0.5909090909,0.5909090909,0.3491735537,0.8472222222,0.8604651163,0.7317073171,0.8036809816,0.8036809816,0.6459031202,0.9571077191,0.9139687802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,28,28,784,26,26,676,61,37,30,131,131,17161,160.707,116.34,,0.5957446809,0.5957446809,0.3549117248,0.5909090909,0.5909090909,0.3491735537,0.8472222222,0.8604651163,0.7317073171,0.8036809816,0.8036809816,0.6459031202,0.9571077191,0.9139687802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,30,900,31,31,961,53,32,30,111,111,12321,160.707,116.34,,0.6382978723,0.6382978723,0.4074241738,0.7045454545,0.7045454545,0.4963842975,0.7361111111,0.7441860465,0.7317073171,0.6809815951,0.6809815951,0.4637359329,0.9571077191,0.9139687802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30,30,900,31,31,961,53,32,30,111,111,12321,160.707,116.34,,0.6382978723,0.6382978723,0.4074241738,0.7045454545,0.7045454545,0.4963842975,0.7361111111,0.7441860465,0.7317073171,0.6809815951,0.6809815951,0.4637359329,0.9571077191,0.9139687802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,23,529,21,21,441,59,36,37,104,104,10816,160.707,116.34,,0.4893617021,0.4893617021,0.2394748755,0.4772727273,0.4772727273,0.2277892562,0.8194444444,0.8372093023,0.9024390244,0.6380368098,0.6380368098,0.4070909707,0.9571077191,0.9139687802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23,23,529,21,21,441,59,36,37,104,104,10816,160.707,116.34,,0.4893617021,0.4893617021,0.2394748755,0.4772727273,0.4772727273,0.2277892562,0.8194444444,0.8372093023,0.9024390244,0.6380368098,0.6380368098,0.4070909707,0.9571077191,0.9139687802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input 15,36,36,1296,38,38,1444,68,41,33,138,138,19044,162.283,113.675,,0.7659574468,0.7659574468,0.5866908103,0.8636363636,0.8636363636,0.7458677686,0.9444444444,0.9534883721,0.8048780488,0.8466257669,0.8466257669,0.7167751891,0.9664937555,0.8930325003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36,36,1296,38,38,1444,68,41,33,138,138,19044,162.283,113.675,,0.7659574468,0.7659574468,0.5866908103,0.8636363636,0.8636363636,0.7458677686,0.9444444444,0.9534883721,0.8048780488,0.8466257669,0.8466257669,0.7167751891,0.9664937555,0.8930325003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32,32,1024,35,35,1225,69,41,31,134,134,17956,162.283,113.675,,0.6808510638,0.6808510638,0.4635581711,0.7954545455,0.7954545455,0.6327479339,0.9583333333,0.9534883721,0.756097561,0.8220858896,0.8220858896,0.6758252098,0.9664937555,0.8930325003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,32,32,1024,35,35,1225,69,41,31,134,134,17956,162.283,113.675,,0.6808510638,0.6808510638,0.4635581711,0.7954545455,0.7954545455,0.6327479339,0.9583333333,0.9534883721,0.756097561,0.8220858896,0.8220858896,0.6758252098,0.9664937555,0.8930325003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
