0.5957446809,0.5957446809,0.3549117248,0.5681818182,0.5681818182,0.3228305785,0.5277777778,0.5348837209,0.7804878049,0.7484662577,0.7484662577,0.5602017389,0.9692631128,1
0.5957446809,0.5957446809,0.3549117248,0.5681818182,0.5681818182,0.3228305785,0.5277777778,0.5348837209,0.7804878049,0.7484662577,0.7484662577,0.5602017389,0.9692631128,1
0.5531914894,0.5531914894,0.3060208239,0.5454545455,0.5454545455,0.2975206612,0.4444444444,0.4418604651,0.756097561,0.7116564417,0.7116564417,0.506454891,0.9692631128,1
0.5531914894,0.5531914894,0.3060208239,0.5454545455,0.5454545455,0.2975206612,0.4444444444,0.4418604651,0.756097561,0.7116564417,0.7116564417,0.506454891,0.9692631128,1
0.6170212766,0.6170212766,0.3807152558,0.5909090909,0.5909090909,0.3491735537,0.4444444444,0.4418604651,0.8292682927,0.7300613497,0.7300613497,0.5329895743,0.9692631128,1
0.6170212766,0.6170212766,0.3807152558,0.5909090909,0.5909090909,0.3491735537,0.4444444444,0.4418604651,0.8292682927,0.7300613497,0.7300613497,0.5329895743,0.9692631128,1
0.6382978723,0.6382978723,0.4074241738,0.5909090909,0.5909090909,0.3491735537,0.6111111111,0.6046511628,0.6829268293,0.6993865031,0.6993865031,0.4891414807,0.9760644158,0.9436959408
0.6382978723,0.6382978723,0.4074241738,0.5909090909,0.5909090909,0.3491735537,0.6111111111,0.6046511628,0.6829268293,0.6993865031,0.6993865031,0.4891414807,0.9760644158,0.9436959408
0.5957446809,0.5957446809,0.3549117248,0.6136363636,0.6136363636,0.3765495868,0.6111111111,0.6046511628,0.6341463415,0.6134969325,0.6134969325,0.3763784862,0.9760644158,0.9436959408
0.5957446809,0.5957446809,0.3549117248,0.6136363636,0.6136363636,0.3765495868,0.6111111111,0.6046511628,0.6341463415,0.6134969325,0.6134969325,0.3763784862,0.9760644158,0.9436959408
0.5957446809,0.5957446809,0.3549117248,0.6136363636,0.6136363636,0.3765495868,0.4444444444,0.4418604651,0.7317073171,0.7607361963,0.7607361963,0.5787195604,0.9760644158,0.9436959408
0.5957446809,0.5957446809,0.3549117248,0.6136363636,0.6136363636,0.3765495868,0.4444444444,0.4418604651,0.7317073171,0.7607361963,0.7607361963,0.5787195604,0.9760644158,0.9436959408
0.6808510638,0.6808510638,0.4635581711,0.7045454545,0.7045454545,0.4963842975,0.6666666667,0.6744186047,0.8780487805,0.8343558282,0.8343558282,0.6961496481,0.9691440006,0.9492658554
0.6808510638,0.6808510638,0.4635581711,0.7045454545,0.7045454545,0.4963842975,0.6666666667,0.6744186047,0.8780487805,0.8343558282,0.8343558282,0.6961496481,0.9691440006,0.9492658554
0.7446808511,0.7446808511,0.5545495699,0.7045454545,0.7045454545,0.4963842975,0.8055555556,0.8139534884,0.756097561,0.7975460123,0.7975460123,0.6360796417,0.9691440006,0.9492658554
0.7446808511,0.7446808511,0.5545495699,0.7045454545,0.7045454545,0.4963842975,0.8055555556,0.8139534884,0.756097561,0.7975460123,0.7975460123,0.6360796417,0.9691440006,0.9492658554
0.4680851064,0.4680851064,0.2191036668,0.5,0.5,0.25,0.4861111111,0.488372093,0.8780487805,0.717791411,0.717791411,0.5152245098,0.9691440006,0.9492658554
0.4680851064,0.4680851064,0.2191036668,0.5,0.5,0.25,0.4861111111,0.488372093,0.8780487805,0.717791411,0.717791411,0.5152245098,0.9691440006,0.9492658554
0.7021276596,0.7021276596,0.4929832503,0.7954545455,0.7954545455,0.6327479339,0.6388888889,0.6279069767,0.8536585366,0.8404907975,0.8404907975,0.7064247808,0.9708234818,0.9833845284
0.7021276596,0.7021276596,0.4929832503,0.7954545455,0.7954545455,0.6327479339,0.6388888889,0.6279069767,0.8536585366,0.8404907975,0.8404907975,0.7064247808,0.9708234818,0.9833845284
0.7872340426,0.7872340426,0.6197374378,0.7954545455,0.7954545455,0.6327479339,0.8333333333,0.8372093023,0.8536585366,0.7975460123,0.7975460123,0.6360796417,0.9708234818,0.9833845284
0.7872340426,0.7872340426,0.6197374378,0.7954545455,0.7954545455,0.6327479339,0.8333333333,0.8372093023,0.8536585366,0.7975460123,0.7975460123,0.6360796417,0.9708234818,0.9833845284
0.4680851064,0.4680851064,0.2191036668,0.5454545455,0.5454545455,0.2975206612,0.5833333333,0.5813953488,0.8048780488,0.7423312883,0.7423312883,0.5510557417,0.9708234818,0.9833845284
0.4680851064,0.4680851064,0.2191036668,0.5454545455,0.5454545455,0.2975206612,0.5833333333,0.5813953488,0.8048780488,0.7423312883,0.7423312883,0.5510557417,0.9708234818,0.9833845284
0.5957446809,0.5957446809,0.3549117248,0.5909090909,0.5909090909,0.3491735537,0.8472222222,0.8604651163,0.7317073171,0.8036809816,0.8036809816,0.6459031202,0.9571077191,0.9139687802
0.5957446809,0.5957446809,0.3549117248,0.5909090909,0.5909090909,0.3491735537,0.8472222222,0.8604651163,0.7317073171,0.8036809816,0.8036809816,0.6459031202,0.9571077191,0.9139687802
0.6382978723,0.6382978723,0.4074241738,0.7045454545,0.7045454545,0.4963842975,0.7361111111,0.7441860465,0.7317073171,0.6809815951,0.6809815951,0.4637359329,0.9571077191,0.9139687802
