,Down,32,32,1024,31,31,961,53,32,33,131,131,17161,162.782,116.343,,0.6808510638,0.6808510638,0.4635581711,0.3131313131,0.3131313131,0.0980512193,0.7260273973,0.7272727273,0.8048780488,0.8036809816,0.8036809816,0.6459031202,0.9694656034,0.9139923482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input 21,Front,33,33,1089,35,35,1225,43,26,32,129,129,16641,160.748,117.062,,0.7021276596,0.7021276596,0.4929832503,0.3535353535,0.3535353535,0.1249872462,0.5890410959,0.5909090909,0.7804878049,0.7914110429,0.7914110429,0.6263314389,0.9573518989,0.919640823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Front,33,33,1089,35,35,1225,43,26,32,129,129,16641,160.748,117.062,,0.7021276596,0.7021276596,0.4929832503,0.3535353535,0.3535353535,0.1249872462,0.5890410959,0.5909090909,0.7804878049,0.7914110429,0.7914110429,0.6263314389,0.9573518989,0.919640823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Up,36,36,1296,34,34,1156,35,21,30,128,128,16384,160.748,117.062,,0.7659574468,0.7659574468,0.5866908103,0.3434343434,0.3434343434,0.1179471483,0.4794520548,0.4772727273,0.7317073171,0.7852760736,0.7852760736,0.6166585118,0.9573518989,0.919640823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Up,36,36,1296,34,34,1156,35,21,30,128,128,16384,160.748,117.062,,0.7659574468,0.7659574468,0.5866908103,0.3434343434,0.3434343434,0.1179471483,0.4794520548,0.4772727273,0.7317073171,0.7852760736,0.7852760736,0.6166585118,0.9573518989,0.919640823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Down,28,28,784,29,29,841,38,23,33,117,117,13689,160.748,117.062,,0.5957446809,0.5957446809,0.3549117248,0.2929292929,0.2929292929,0.0858075707,0.5205479452,0.5227272727,0.8048780488,0.717791411,0.717791411,0.5152245098,0.9573518989,0.919640823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Down,28,28,784,29,29,841,38,23,33,117,117,13689,160.748,117.062,,0.5957446809,0.5957446809,0.3549117248,0.2929292929,0.2929292929,0.0858075707,0.5205479452,0.5227272727,0.8048780488,0.717791411,0.717791411,0.5152245098,0.9573518989,0.919640823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input 23,Front,30,30,900,33,33,1089,38,22,30,125,125,15625,161.929,111.151,,0.6382978723,0.6382978723,0.4074241738,0.3333333333,0.3333333333,0.1111111111,0.5205479452,0.5,0.7317073171,0.7668711656,0.7668711656,0.5880913847,0.9643854707,0.8732039186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Front,30,30,900,33,33,1089,38,22,30,125,125,15625,161.929,111.151,,0.6382978723,0.6382978723,0.4074241738,0.3333333333,0.3333333333,0.1111111111,0.5205479452,0.5,0.7317073171,0.7668711656,0.7668711656,0.5880913847,0.9643854707,0.8732039186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Up,38,38,1444,43,43,1849,49,29,32,126,126,15876,161.929,111.151,,0.8085106383,0.8085106383,0.6536894522,0.4343434343,0.4343434343,0.188654219,0.6712328767,0.6590909091,0.7804878049,0.773006135,0.773006135,0.5975384847,0.9643854707,0.8732039186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Up,38,38,1444,43,43,1849,49,29,32,126,126,15876,161.929,111.151,,0.8085106383,0.8085106383,0.6536894522,0.4343434343,0.4343434343,0.188654219,0.6712328767,0.6590909091,0.7804878049,0.773006135,0.773006135,0.5975384847,0.9643854707,0.8732039186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Down,38,38,1444,36,36,1296,39,24,32,135,135,18225,161.929,111.151,,0.8085106383,0.8085106383,0.6536894522,0.3636363636,0.3636363636,0.132231405,0.5342465753,0.5454545455,0.7804878049,0.8282208589,0.8282208589,0.6859497911,0.9643854707,0.8732039186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Down,38,38,1444,36,36,1296,39,24,32,135,135,18225,161.929,111.151,,0.8085106383,0.8085106383,0.6536894522,0.3636363636,0.3636363636,0.132231405,0.5342465753,0.5454545455,0.7804878049,0.8282208589,0.8282208589,0.6859497911,0.9643854707,0.8732039186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input 30,Front,29,29,841,34,34,1156,49,29,32,133,133,17689,160.685,111.45,,0.6170212766,0.6170212766,0.3807152558,0.3434343434,0.3434343434,0.1179471483,0.6712328767,0.6590909091,0.7804878049,0.8159509202,0.8159509202,0.6657759042,0.9569766957,0.8755528671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Front,29,29,841,34,34,1156,49,29,32,133,133,17689,160.685,111.45,,0.6170212766,0.6170212766,0.3807152558,0.3434343434,0.3434343434,0.1179471483,0.6712328767,0.6590909091,0.7804878049,0.8159509202,0.8159509202,0.6657759042,0.9569766957,0.8755528671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Up,33,33,1089,32,32,1024,30,18,34,135,135,18225,160.685,111.45,,0.7021276596,0.7021276596,0.4929832503,0.3232323232,0.3232323232,0.1044791348,0.4109589041,0.4090909091,0.8292682927,0.8282208589,0.8282208589,0.6859497911,0.9569766957,0.8755528671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Up,33,33,1089,32,32,1024,30,18,34,135,135,18225,160.685,111.45,,0.7021276596,0.7021276596,0.4929832503,0.3232323232,0.3232323232,0.1044791348,0.4109589041,0.4090909091,0.8292682927,0.8282208589,0.8282208589,0.6859497911,0.9569766957,0.8755528671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Down,26,26,676,25,25,625,37,22,28,111,111,12321,160.685,111.45,,0.5531914894,0.5531914894,0.3060208239,0.2525252525,0.2525252525,0.0637690032,0.5068493151,0.5,0.6829268293,0.6809815951,0.6809815951,0.4637359329,0.9569766957,0.8755528671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Down,26,26,676,25,25,625,37,22,28,111,111,12321,160.685,111.45,,0.5531914894,0.5531914894,0.3060208239,0.2525252525,0.2525252525,0.0637690032,0.5068493151,0.5,0.6829268293,0.6809815951,0.6809815951,0.4637359329,0.9569766957,0.8755528671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
input 31,Front,26,26,676,29,29,841,39,23,32,125,125,15625,161.215,113.712,,0.5531914894,0.5531914894,0.3060208239,0.2929292929,0.2929292929,0.0858075707,0.5342465753,0.5227272727,0.7804878049,0.7668711656,0.7668711656,0.5880913847,0.9601331674,0.8933231729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
